nohup: 忽略输入
<class 'float'>
loss_gen_sty 1.5397642
loss_gen_rec 0.48310423
loss_dis_adv 4.389566
[#009230|200000]  4.32s
loss_gen_adv 4.954497
loss_gen_sty 0.90606594
loss_gen_rec 0.55314624
loss_dis_adv 1.4093683
[#009240|200000]  4.33s
loss_gen_adv 2.5578797
loss_gen_sty 1.1203011
loss_gen_rec 0.4552995
loss_dis_adv 3.1395748
[#009250|200000]  4.22s
loss_gen_adv 3.3514404
loss_gen_sty 1.0308747
loss_gen_rec 0.532187
loss_dis_adv 1.9208467
[#009260|200000]  4.32s
loss_gen_adv 3.9602737
loss_gen_sty 0.9236128
loss_gen_rec 0.41429895
loss_dis_adv 1.3845593
[#009270|200000]  4.27s
loss_gen_adv 0.63555646
loss_gen_sty 1.0821342
loss_gen_rec 0.5296458
loss_dis_adv 5.3707747
[#009280|200000]  4.32s
loss_gen_adv 4.7308474
loss_gen_sty 0.95353025
loss_gen_rec 0.6391568
loss_dis_adv 1.4372689
[#009290|200000]  4.22s
loss_gen_adv 5.6191435
loss_gen_sty 0.89766407
loss_gen_rec 0.52786833
loss_dis_adv 1.0678322
[#009300|200000]  4.33s
loss_gen_adv 3.5585382
loss_gen_sty 1.3282696
loss_gen_rec 0.5484283
loss_dis_adv 1.7538509
[#009310|200000]  4.11s
loss_gen_adv 4.875213
loss_gen_sty 1.1120362
loss_gen_rec 0.5298126
loss_dis_adv 1.9053315
[#009320|200000]  4.03s
loss_gen_adv 4.7983265
loss_gen_sty 1.3194308
loss_gen_rec 0.514871
loss_dis_adv 1.0450404
[#009330|200000]  4.07s
loss_gen_adv 3.8181305
loss_gen_sty 0.9905568
loss_gen_rec 0.7850735
loss_dis_adv 1.6665938
[#009340|200000]  4.05s
loss_gen_adv 0.83294827
loss_gen_sty 1.3201278
loss_gen_rec 0.46773952
loss_dis_adv 3.637411
[#009350|200000]  4.09s
loss_gen_adv 2.8519373
loss_gen_sty 1.0445433
loss_gen_rec 0.54382575
loss_dis_adv 2.382117
[#009360|200000]  4.04s
loss_gen_adv 4.855865
loss_gen_sty 0.9025894
loss_gen_rec 0.7392827
loss_dis_adv 1.6630175
[#009370|200000]  4.08s
loss_gen_adv 2.1699421
loss_gen_sty 0.8283621
loss_gen_rec 0.6277327
loss_dis_adv 4.143381
[#009380|200000]  4.07s
loss_gen_adv 2.0202746
loss_gen_sty 1.2136778
loss_gen_rec 0.6324517
loss_dis_adv 3.208037
[#009390|200000]  4.13s
loss_gen_adv 4.1841393
loss_gen_sty 0.8654623
loss_gen_rec 0.49286422
loss_dis_adv 1.7529281
[#009400|200000]  4.06s
loss_gen_adv -0.0571537
loss_gen_sty 0.8155873
loss_gen_rec 0.42797393
loss_dis_adv 4.569129
[#009410|200000]  4.04s
loss_gen_adv 3.9651334
loss_gen_sty 0.99103904
loss_gen_rec 0.59745836
loss_dis_adv 1.6856782
[#009420|200000]  4.09s
loss_gen_adv 2.2037344
loss_gen_sty 1.3023549
loss_gen_rec 0.46325526
loss_dis_adv 2.6932693
[#009430|200000]  4.05s
loss_gen_adv 6.160385
loss_gen_sty 0.9569383
loss_gen_rec 0.5308684
loss_dis_adv 1.842893
[#009440|200000]  4.02s
loss_gen_adv 2.7394996
loss_gen_sty 0.8995044
loss_gen_rec 0.47524908
loss_dis_adv 2.3786519
[#009450|200000]  4.01s
loss_gen_adv 1.5156355
loss_gen_sty 0.9569068
loss_gen_rec 0.4956283
loss_dis_adv 3.1952066
[#009460|200000]  4.01s
loss_gen_adv 3.174821
loss_gen_sty 1.2725118
loss_gen_rec 0.57754767
loss_dis_adv 2.090405
[#009470|200000]  4.02s
loss_gen_adv 3.188201
loss_gen_sty 1.0635629
loss_gen_rec 0.49389803
loss_dis_adv 2.304041
[#009480|200000]  4.01s
loss_gen_adv 4.8802524
loss_gen_sty 1.2071471
loss_gen_rec 0.42348
loss_dis_adv 0.9501521
[#009490|200000]  4.01s
loss_gen_adv 5.563097
loss_gen_sty 1.7074021
loss_gen_rec 0.55570817
loss_dis_adv 3.2483072
[#009500|200000]  4.01s
loss_gen_adv 5.5324063
loss_gen_sty 0.9018864
loss_gen_rec 0.52849483
loss_dis_adv 0.84565187
[#009510|200000]  4.01s
loss_gen_adv 2.405964
loss_gen_sty 1.0059806
loss_gen_rec 0.4858731
loss_dis_adv 2.5878344
[#009520|200000]  4.00s
loss_gen_adv 3.7486749
loss_gen_sty 1.012395
loss_gen_rec 0.6439123
loss_dis_adv 3.0335927
[#009530|200000]  4.01s
loss_gen_adv 6.3435
loss_gen_sty 1.1561812
loss_gen_rec 0.5674139
loss_dis_adv 0.9242302
[#009540|200000]  4.00s
loss_gen_adv 3.0204563
loss_gen_sty 0.88119143
loss_gen_rec 0.43302256
loss_dis_adv 2.5242825
[#009550|200000]  4.01s
loss_gen_adv 4.8319592
loss_gen_sty 0.86687046
loss_gen_rec 0.52784467
loss_dis_adv 1.6201072
[#009560|200000]  4.01s
loss_gen_adv 4.864442
loss_gen_sty 1.8165988
loss_gen_rec 0.5795673
loss_dis_adv 1.5590255
[#009570|200000]  4.09s
loss_gen_adv 6.4551935
loss_gen_sty 1.0809287
loss_gen_rec 0.5492947
loss_dis_adv 1.6759454
[#009580|200000]  4.01s
loss_gen_adv 4.1935596
loss_gen_sty 1.1339996
loss_gen_rec 0.5095724
loss_dis_adv 2.493394
[#009590|200000]  4.01s
loss_gen_adv 2.7707314
loss_gen_sty 0.83868444
loss_gen_rec 0.64417964
loss_dis_adv 1.8734127
[#009600|200000]  4.01s
loss_gen_adv 4.1113
loss_gen_sty 0.8269725
loss_gen_rec 0.49451506
loss_dis_adv 1.757656
[#009610|200000]  4.01s
loss_gen_adv 2.4245062
loss_gen_sty 1.2662326
loss_gen_rec 0.5260446
loss_dis_adv 2.6828113
[#009620|200000]  4.01s
loss_gen_adv 2.9174016
loss_gen_sty 1.0264139
loss_gen_rec 0.6367775
loss_dis_adv 2.3099403
[#009630|200000]  4.01s
loss_gen_adv 3.9824142
loss_gen_sty 0.96718305
loss_gen_rec 0.5103647
loss_dis_adv 1.892796
[#009640|200000]  4.01s
loss_gen_adv 4.613883
loss_gen_sty 0.9815514
loss_gen_rec 0.5246743
loss_dis_adv 1.866673
[#009650|200000]  4.01s
loss_gen_adv 0.7608868
loss_gen_sty 1.6250814
loss_gen_rec 0.5156236
loss_dis_adv 4.7855406
[#009660|200000]  4.02s
loss_gen_adv 2.217914
loss_gen_sty 1.3142807
loss_gen_rec 0.3772589
loss_dis_adv 2.3864148
[#009670|200000]  4.01s
loss_gen_adv 4.117275
loss_gen_sty 1.4579918
loss_gen_rec 0.52474785
loss_dis_adv 1.8333068
[#009680|200000]  4.02s
loss_gen_adv 6.340458
loss_gen_sty 0.95280087
loss_gen_rec 0.54417586
loss_dis_adv 2.0624123
[#009690|200000]  4.03s
loss_gen_adv 4.1615114
loss_gen_sty 0.9543157
loss_gen_rec 0.48949635
loss_dis_adv 1.8075224
[#009700|200000]  4.02s
loss_gen_adv 3.9518974
loss_gen_sty 1.0089517
loss_gen_rec 0.42184553
loss_dis_adv 2.1145427
[#009710|200000]  4.02s
loss_gen_adv 3.550336
loss_gen_sty 1.1533871
loss_gen_rec 0.60634506
loss_dis_adv 2.0359402
[#009720|200000]  4.02s
loss_gen_adv 7.43097
loss_gen_sty 1.2022586
loss_gen_rec 0.64827347
loss_dis_adv 0.6601323
[#009730|200000]  4.02s
loss_gen_adv 3.4844627
loss_gen_sty 0.9638551
loss_gen_rec 0.58047533
loss_dis_adv 1.8469856
[#009740|200000]  4.02s
loss_gen_adv 3.9538667
loss_gen_sty 0.950453
loss_gen_rec 0.40362936
loss_dis_adv 2.1700969
[#009750|200000]  4.11s
loss_gen_adv 1.0473093
loss_gen_sty 1.3645582
loss_gen_rec 0.5144908
loss_dis_adv 3.7055688
[#009760|200000]  4.02s
loss_gen_adv 3.4910212
loss_gen_sty 1.1000807
loss_gen_rec 0.47850138
loss_dis_adv 2.931201
[#009770|200000]  4.02s
loss_gen_adv 3.5930018
loss_gen_sty 0.8052656
loss_gen_rec 0.63228846
loss_dis_adv 1.9776635
[#009780|200000]  4.02s
loss_gen_adv 2.1076643
loss_gen_sty 1.2709695
loss_gen_rec 0.62692297
loss_dis_adv 2.6830482
[#009790|200000]  4.02s
loss_gen_adv 2.072053
loss_gen_sty 0.8890085
loss_gen_rec 0.49158335
loss_dis_adv 2.8651178
[#009800|200000]  4.03s
loss_gen_adv 3.774733
loss_gen_sty 1.0730155
loss_gen_rec 0.51689583
loss_dis_adv 2.0035415
[#009810|200000]  4.02s
loss_gen_adv 3.985149
loss_gen_sty 1.0644895
loss_gen_rec 0.5501797
loss_dis_adv 1.9784732
[#009820|200000]  4.02s
loss_gen_adv 1.5930642
loss_gen_sty 0.98507875
loss_gen_rec 0.4892928
loss_dis_adv 3.4080997
[#009830|200000]  4.02s
loss_gen_adv 2.8345685
loss_gen_sty 1.3345115
loss_gen_rec 0.48668766
loss_dis_adv 2.190681
[#009840|200000]  4.02s
loss_gen_adv 1.4880419
loss_gen_sty 1.2843142
loss_gen_rec 0.51321125
loss_dis_adv 3.422896
[#009850|200000]  4.00s
loss_gen_adv 1.2104235
loss_gen_sty 1.2487475
loss_gen_rec 0.60552245
loss_dis_adv 3.759638
[#009860|200000]  4.01s
loss_gen_adv 3.0389638
loss_gen_sty 0.9170901
loss_gen_rec 0.50480187
loss_dis_adv 1.730423
[#009870|200000]  4.01s
loss_gen_adv 2.3556852
loss_gen_sty 0.81403023
loss_gen_rec 0.4859447
loss_dis_adv 2.1904047
[#009880|200000]  4.01s
loss_gen_adv 1.8581128
loss_gen_sty 0.85183346
loss_gen_rec 0.46787846
loss_dis_adv 3.4155643
[#009890|200000]  4.01s
loss_gen_adv 3.5487556
loss_gen_sty 0.9148581
loss_gen_rec 0.4156715
loss_dis_adv 1.7071221
[#009900|200000]  4.01s
loss_gen_adv 2.269639
loss_gen_sty 1.220971
loss_gen_rec 0.45437598
loss_dis_adv 2.6489406
[#009910|200000]  4.00s
loss_gen_adv 2.4778018
loss_gen_sty 0.90937513
loss_gen_rec 0.45389903
loss_dis_adv 2.9079561
[#009920|200000]  4.01s
loss_gen_adv 3.6389558
loss_gen_sty 1.2681031
loss_gen_rec 0.4446168
loss_dis_adv 1.8864453
[#009930|200000]  4.01s
loss_gen_adv 3.6011631
loss_gen_sty 0.94111633
loss_gen_rec 0.5365161
loss_dis_adv 2.5053425
[#009940|200000]  4.01s
loss_gen_adv 3.2393599
loss_gen_sty 1.2582636
loss_gen_rec 0.5981357
loss_dis_adv 2.0108073
[#009950|200000]  4.01s
loss_gen_adv 5.8594823
loss_gen_sty 0.8718035
loss_gen_rec 0.6648872
loss_dis_adv 1.1873925
[#009960|200000]  4.01s
loss_gen_adv 4.135266
loss_gen_sty 0.9577844
loss_gen_rec 0.54576874
loss_dis_adv 2.6162992
[#009970|200000]  4.01s
loss_gen_adv 11.760301
loss_gen_sty 1.2403276
loss_gen_rec 0.54754263
loss_dis_adv 0.89806354
[#009980|200000]  4.01s
loss_gen_adv 2.7720103
loss_gen_sty 1.434367
loss_gen_rec 0.53578603
loss_dis_adv 2.2777753
[#009990|200000]  4.01s
loss_gen_adv 4.5756745
loss_gen_sty 0.8854791
loss_gen_rec 0.49765277
loss_dis_adv 2.2355373
[#010000|200000]  4.27s
loss_gen_adv 4.3758855
loss_gen_sty 1.2477343
loss_gen_rec 0.5391786
loss_dis_adv 2.4868066
[#010010|200000]  6.37s
loss_gen_adv 3.842761
loss_gen_sty 1.2138528
loss_gen_rec 0.60635865
loss_dis_adv 1.8065782
[#010020|200000]  4.00s
loss_gen_adv 6.467658
loss_gen_sty 1.1159569
loss_gen_rec 0.5620016
loss_dis_adv 0.25953245
[#010030|200000]  4.00s
loss_gen_adv 3.7875867
loss_gen_sty 0.97159374
loss_gen_rec 0.5267032
loss_dis_adv 2.6446655
[#010040|200000]  4.01s
loss_gen_adv 1.0987344
loss_gen_sty 0.92660403
loss_gen_rec 0.4837136
loss_dis_adv 3.4311757
[#010050|200000]  4.01s
loss_gen_adv 5.015953
loss_gen_sty 0.9915186
loss_gen_rec 0.46663973
loss_dis_adv 1.6152897
[#010060|200000]  4.00s
loss_gen_adv 2.9116883
loss_gen_sty 1.2941396
loss_gen_rec 0.53126204
loss_dis_adv 2.026577
[#010070|200000]  4.13s
loss_gen_adv 2.9310484
loss_gen_sty 0.8716612
loss_gen_rec 0.5523667
loss_dis_adv 2.1674356
[#010080|200000]  4.01s
loss_gen_adv 2.6355855
loss_gen_sty 1.2614651
loss_gen_rec 0.39008963
loss_dis_adv 1.9932768
[#010090|200000]  4.01s
loss_gen_adv 5.053477
loss_gen_sty 0.951943
loss_gen_rec 0.43946034
loss_dis_adv 1.696928
[#010100|200000]  4.02s
loss_gen_adv 3.3315365
loss_gen_sty 1.377456
loss_gen_rec 0.63032603
loss_dis_adv 1.7603227
[#010110|200000]  4.01s
loss_gen_adv 2.4572642
loss_gen_sty 1.176727
loss_gen_rec 0.58149034
loss_dis_adv 3.040163
[#010120|200000]  4.01s
loss_gen_adv 3.1511974
loss_gen_sty 1.0335674
loss_gen_rec 0.5172436
loss_dis_adv 4.861641
[#010130|200000]  4.01s
loss_gen_adv 3.0947764
loss_gen_sty 0.99030006
loss_gen_rec 0.7387818
loss_dis_adv 2.3035626
[#010140|200000]  4.01s
loss_gen_adv 7.2743855
loss_gen_sty 0.9473611
loss_gen_rec 0.45855916
loss_dis_adv 1.2693268
[#010150|200000]  4.00s
loss_gen_adv 4.4738445
loss_gen_sty 1.0001407
loss_gen_rec 0.41241366
loss_dis_adv 1.2178581
[#010160|200000]  4.01s
loss_gen_adv 1.6172638
loss_gen_sty 1.8204671
loss_gen_rec 0.52856886
loss_dis_adv 2.9075525
[#010170|200000]  4.01s
loss_gen_adv 4.1770372
loss_gen_sty 0.95047265
loss_gen_rec 0.7494279
loss_dis_adv 1.2887211
[#010180|200000]  4.01s
loss_gen_adv 4.400622
loss_gen_sty 1.0590186
loss_gen_rec 0.58988076
loss_dis_adv 2.091266
[#010190|200000]  4.00s
loss_gen_adv 0.5657983
loss_gen_sty 1.3823985
loss_gen_rec 0.65693295
loss_dis_adv 3.7438548
[#010200|200000]  4.01s
loss_gen_adv 3.9531476
loss_gen_sty 0.97237813
loss_gen_rec 0.45258263
loss_dis_adv 1.6500862
[#010210|200000]  4.01s
loss_gen_adv 0.9824569
loss_gen_sty 1.3319536
loss_gen_rec 0.62796015
loss_dis_adv 3.9605942
[#010220|200000]  4.01s
loss_gen_adv 2.197287
loss_gen_sty 1.3018646
loss_gen_rec 0.5618496
loss_dis_adv 2.4934206
[#010230|200000]  4.01s
loss_gen_adv -2.6870732
loss_gen_sty 1.8738617
loss_gen_rec 0.60836375
loss_dis_adv 7.121456
[#010240|200000]  4.01s
loss_gen_adv 3.1599903
loss_gen_sty 1.1407378
loss_gen_rec 0.48430324
loss_dis_adv 2.037902
[#010250|200000]  4.00s
loss_gen_adv 2.9095335
loss_gen_sty 0.9371669
loss_gen_rec 0.4279173
loss_dis_adv 1.9955348
[#010260|200000]  4.00s
loss_gen_adv 3.1655548
loss_gen_sty 1.2886722
loss_gen_rec 0.42871255
loss_dis_adv 2.2623773
[#010270|200000]  4.00s
loss_gen_adv 3.0507393
loss_gen_sty 1.0614116
loss_gen_rec 0.53308845
loss_dis_adv 2.0181224
[#010280|200000]  4.00s
loss_gen_adv 3.5449345
loss_gen_sty 0.9559734
loss_gen_rec 0.5329429
loss_dis_adv 1.5678163
[#010290|200000]  4.00s
loss_gen_adv 3.2509005
loss_gen_sty 0.7995367
loss_gen_rec 0.44960886
loss_dis_adv 1.9183346
[#010300|200000]  4.01s
loss_gen_adv 2.861126
loss_gen_sty 0.8497787
loss_gen_rec 0.44686788
loss_dis_adv 1.903113
[#010310|200000]  4.01s
loss_gen_adv 2.1698663
loss_gen_sty 0.9333101
loss_gen_rec 0.5929884
loss_dis_adv 2.7612648
[#010320|200000]  4.00s
loss_gen_adv 4.4951444
loss_gen_sty 1.0510203
loss_gen_rec 0.60688585
loss_dis_adv 1.7072477
[#010330|200000]  4.01s
loss_gen_adv 2.7285483
loss_gen_sty 1.0229814
loss_gen_rec 0.4699017
loss_dis_adv 2.802566
[#010340|200000]  4.01s
loss_gen_adv 3.7960093
loss_gen_sty 1.0817215
loss_gen_rec 0.552589
loss_dis_adv 1.9702842
[#010350|200000]  4.01s
loss_gen_adv 4.311014
loss_gen_sty 0.8771692
loss_gen_rec 0.43340456
loss_dis_adv 1.9667646
[#010360|200000]  4.00s
loss_gen_adv 6.1337857
loss_gen_sty 0.8910943
loss_gen_rec 0.44408354
loss_dis_adv 1.1686463
[#010370|200000]  4.01s
loss_gen_adv 1.7524039
loss_gen_sty 1.3318694
loss_gen_rec 0.5948268
loss_dis_adv 3.3433084
[#010380|200000]  4.01s
loss_gen_adv 4.9116335
loss_gen_sty 1.2154074
loss_gen_rec 0.50892395
loss_dis_adv 1.8416095
[#010390|200000]  4.00s
loss_gen_adv 4.297261
loss_gen_sty 0.93591124
loss_gen_rec 0.43722087
loss_dis_adv 2.2009048
[#010400|200000]  4.00s
loss_gen_adv 1.5566623
loss_gen_sty 1.268218
loss_gen_rec 1.0106045
loss_dis_adv 3.6875758
[#010410|200000]  4.01s
loss_gen_adv 4.3553514
loss_gen_sty 1.249683
loss_gen_rec 0.52233714
loss_dis_adv 1.048115
[#010420|200000]  4.00s
loss_gen_adv 2.7425623
loss_gen_sty 1.1101214
loss_gen_rec 0.60929406
loss_dis_adv 3.1612625
[#010430|200000]  4.00s
loss_gen_adv 4.2420435
loss_gen_sty 1.0090365
loss_gen_rec 0.5425145
loss_dis_adv 1.7355194
[#010440|200000]  4.01s
loss_gen_adv 3.908677
loss_gen_sty 1.1464189
loss_gen_rec 0.49998194
loss_dis_adv 1.4316423
[#010450|200000]  4.01s
loss_gen_adv 3.0378973
loss_gen_sty 1.1042776
loss_gen_rec 0.52131593
loss_dis_adv 2.3693445
[#010460|200000]  4.00s
loss_gen_adv 3.7092297
loss_gen_sty 1.0943229
loss_gen_rec 0.5567305
loss_dis_adv 2.5197928
[#010470|200000]  4.00s
loss_gen_adv 1.5823553
loss_gen_sty 0.8673502
loss_gen_rec 0.55438143
loss_dis_adv 3.5439346
[#010480|200000]  4.01s
loss_gen_adv 4.682329
loss_gen_sty 0.9756257
loss_gen_rec 0.5839071
loss_dis_adv 1.3974307
[#010490|200000]  4.01s
loss_gen_adv 5.2916393
loss_gen_sty 0.9685744
loss_gen_rec 0.52436316
loss_dis_adv 0.66069436
[#010500|200000]  4.00s
loss_gen_adv 3.8678453
loss_gen_sty 1.3965954
loss_gen_rec 0.67340636
loss_dis_adv 1.6403986
[#010510|200000]  4.01s
loss_gen_adv 2.904029
loss_gen_sty 0.9882694
loss_gen_rec 0.6011616
loss_dis_adv 2.005925
[#010520|200000]  4.01s
loss_gen_adv 4.855733
loss_gen_sty 0.91106546
loss_gen_rec 0.5359631
loss_dis_adv 1.3652327
[#010530|200000]  4.00s
loss_gen_adv 2.7518508
loss_gen_sty 0.88739765
loss_gen_rec 0.47179878
loss_dis_adv 2.3885827
[#010540|200000]  4.01s
loss_gen_adv 2.4925413
loss_gen_sty 0.9647728
loss_gen_rec 0.6743326
loss_dis_adv 2.568023
[#010550|200000]  4.01s
loss_gen_adv 4.407139
loss_gen_sty 1.09977
loss_gen_rec 0.53772557
loss_dis_adv 1.530093
[#010560|200000]  4.01s
loss_gen_adv 4.250476
loss_gen_sty 1.0147886
loss_gen_rec 0.52896523
loss_dis_adv 1.5359114
[#010570|200000]  4.01s
loss_gen_adv 3.6533322
loss_gen_sty 0.919275
loss_gen_rec 0.50219035
loss_dis_adv 2.1968007
[#010580|200000]  4.01s
loss_gen_adv 3.3843331
loss_gen_sty 0.9200816
loss_gen_rec 0.46952006
loss_dis_adv 2.3218708
[#010590|200000]  4.01s
loss_gen_adv 2.304508
loss_gen_sty 0.95421153
loss_gen_rec 0.5712967
loss_dis_adv 2.3802938
[#010600|200000]  4.00s
loss_gen_adv 2.0301213
loss_gen_sty 0.9180465
loss_gen_rec 0.47772706
loss_dis_adv 2.820706
[#010610|200000]  4.01s
loss_gen_adv 5.133565
loss_gen_sty 0.9925236
loss_gen_rec 0.54463375
loss_dis_adv 2.0420308
[#010620|200000]  4.02s
loss_gen_adv 3.752485
loss_gen_sty 0.85381734
loss_gen_rec 0.53354084
loss_dis_adv 1.5186185
[#010630|200000]  4.01s
loss_gen_adv 4.538686
loss_gen_sty 0.9501014
loss_gen_rec 0.58291584
loss_dis_adv 1.5259554
[#010640|200000]  4.01s
loss_gen_adv 1.3521073
loss_gen_sty 1.1661217
loss_gen_rec 0.7631909
loss_dis_adv 4.354024
[#010650|200000]  4.01s
loss_gen_adv 2.362387
loss_gen_sty 0.892869
loss_gen_rec 0.42617065
loss_dis_adv 3.0189357
[#010660|200000]  4.01s
loss_gen_adv 1.0528344
loss_gen_sty 0.8046328
loss_gen_rec 0.3610869
loss_dis_adv 3.346383
[#010670|200000]  4.01s
loss_gen_adv 4.1058373
loss_gen_sty 0.970999
loss_gen_rec 0.5412607
loss_dis_adv 1.4755511
[#010680|200000]  4.01s
loss_gen_adv 4.284769
loss_gen_sty 1.02474
loss_gen_rec 0.45955455
loss_dis_adv 1.3846188
[#010690|200000]  4.01s
loss_gen_adv 3.739926
loss_gen_sty 1.1345243
loss_gen_rec 0.56437665
loss_dis_adv 1.3810194
[#010700|200000]  4.01s
loss_gen_adv 2.4839127
loss_gen_sty 0.8971374
loss_gen_rec 0.46907544
loss_dis_adv 1.8658562
[#010710|200000]  4.09s
loss_gen_adv 4.9629855
loss_gen_sty 0.882493
loss_gen_rec 0.4080029
loss_dis_adv 1.0260803
[#010720|200000]  4.01s
loss_gen_adv 1.3851807
loss_gen_sty 1.0044854
loss_gen_rec 0.44668257
loss_dis_adv 3.0905163
[#010730|200000]  4.01s
loss_gen_adv 0.7210705
loss_gen_sty 0.7595915
loss_gen_rec 0.5089555
loss_dis_adv 3.62707
[#010740|200000]  4.01s
loss_gen_adv 1.6917937
loss_gen_sty 1.0505712
loss_gen_rec 0.55501324
loss_dis_adv 3.3760376
[#010750|200000]  4.01s
loss_gen_adv 4.3798537
loss_gen_sty 0.96257526
loss_gen_rec 0.44758117
loss_dis_adv 2.4244015
[#010760|200000]  4.00s
loss_gen_adv -0.97419786
loss_gen_sty 1.0187037
loss_gen_rec 0.5143022
loss_dis_adv 5.474495
[#010770|200000]  4.01s
loss_gen_adv 2.7308118
loss_gen_sty 1.0307866
loss_gen_rec 0.5327118
loss_dis_adv 2.0952315
[#010780|200000]  4.09s
loss_gen_adv 3.413953
loss_gen_sty 1.2784401
loss_gen_rec 0.4923975
loss_dis_adv 1.7130522
[#010790|200000]  4.01s
loss_gen_adv 1.1870177
loss_gen_sty 1.0208652
loss_gen_rec 0.50279945
loss_dis_adv 3.1116838
[#010800|200000]  4.01s
loss_gen_adv 2.7862604
loss_gen_sty 0.9250033
loss_gen_rec 0.38437462
loss_dis_adv 2.143312
[#010810|200000]  4.03s
loss_gen_adv 2.5873923
loss_gen_sty 0.8502009
loss_gen_rec 0.58115005
loss_dis_adv 2.7434382
[#010820|200000]  4.04s
loss_gen_adv 4.921511
loss_gen_sty 0.93173444
loss_gen_rec 0.6857506
loss_dis_adv 1.3263674
[#010830|200000]  4.03s
loss_gen_adv -2.0805042
loss_gen_sty 1.2320371
loss_gen_rec 0.5151315
loss_dis_adv 6.301053
[#010840|200000]  4.02s
loss_gen_adv 3.7653763
loss_gen_sty 1.0277538
loss_gen_rec 0.5785017
loss_dis_adv 1.8976123
[#010850|200000]  4.02s
loss_gen_adv 2.907816
loss_gen_sty 0.9519977
loss_gen_rec 0.5924828
loss_dis_adv 2.196763
[#010860|200000]  4.02s
loss_gen_adv 3.8953104
loss_gen_sty 1.0662805
loss_gen_rec 0.5985821
loss_dis_adv 2.261831
[#010870|200000]  4.02s
loss_gen_adv 2.621697
loss_gen_sty 0.8809273
loss_gen_rec 0.4458763
loss_dis_adv 4.4140677
[#010880|200000]  4.02s
loss_gen_adv 2.285376
loss_gen_sty 0.8295474
loss_gen_rec 0.38169312
loss_dis_adv 3.0099921
[#010890|200000]  4.03s
loss_gen_adv -0.18957704
loss_gen_sty 0.95022535
loss_gen_rec 0.37758994
loss_dis_adv 4.3481174
[#010900|200000]  4.01s
loss_gen_adv 0.6621815
loss_gen_sty 1.0434659
loss_gen_rec 0.45813185
loss_dis_adv 3.9660916
[#010910|200000]  4.01s
loss_gen_adv 0.41355845
loss_gen_sty 1.1335214
loss_gen_rec 0.4425402
loss_dis_adv 3.803121
[#010920|200000]  4.01s
loss_gen_adv 3.7702124
loss_gen_sty 1.0412594
loss_gen_rec 0.5248625
loss_dis_adv 1.5334407
[#010930|200000]  4.00s
loss_gen_adv 3.5362673
loss_gen_sty 0.8678345
loss_gen_rec 0.46634528
loss_dis_adv 1.6763844
[#010940|200000]  4.00s
loss_gen_adv 2.4113564
loss_gen_sty 0.9907368
loss_gen_rec 0.56941843
loss_dis_adv 3.0211387
[#010950|200000]  4.01s
loss_gen_adv 3.7170298
loss_gen_sty 0.95812017
loss_gen_rec 0.48820022
loss_dis_adv 1.4435658
[#010960|200000]  4.01s
loss_gen_adv 2.6256084
loss_gen_sty 1.0027466
loss_gen_rec 0.48388308
loss_dis_adv 2.390223
[#010970|200000]  4.00s
loss_gen_adv 6.354501
loss_gen_sty 0.9036573
loss_gen_rec 0.43189335
loss_dis_adv 0.6218229
[#010980|200000]  4.01s
loss_gen_adv -0.53511626
loss_gen_sty 1.2108477
loss_gen_rec 0.5411405
loss_dis_adv 4.9304237
[#010990|200000]  4.01s
loss_gen_adv 3.2065177
loss_gen_sty 0.9202827
loss_gen_rec 0.49404767
loss_dis_adv 2.711213
[#011000|200000]  4.26s
loss_gen_adv 1.1507149
loss_gen_sty 0.8997894
loss_gen_rec 0.5836984
loss_dis_adv 3.301443
[#011010|200000]  4.01s
loss_gen_adv 1.0173279
loss_gen_sty 0.960076
loss_gen_rec 0.43948752
loss_dis_adv 4.0825553
[#011020|200000]  4.00s
loss_gen_adv 1.0950217
loss_gen_sty 1.0480433
loss_gen_rec 0.43115687
loss_dis_adv 3.3539457
[#011030|200000]  4.00s
loss_gen_adv 5.301755
loss_gen_sty 1.2638696
loss_gen_rec 0.4931115
loss_dis_adv 0.7976525
[#011040|200000]  4.01s
loss_gen_adv 0.8190886
loss_gen_sty 0.99411047
loss_gen_rec 0.47725898
loss_dis_adv 3.6780932
[#011050|200000]  4.01s
loss_gen_adv 3.1745434
loss_gen_sty 0.8197513
loss_gen_rec 0.5065914
loss_dis_adv 2.0451953
[#011060|200000]  4.00s
loss_gen_adv 2.3384519
loss_gen_sty 1.0713191
loss_gen_rec 0.46922833
loss_dis_adv 2.5609674
[#011070|200000]  4.01s
loss_gen_adv 3.5681357
loss_gen_sty 0.7666545
loss_gen_rec 0.43182835
loss_dis_adv 1.6031473
[#011080|200000]  4.01s
loss_gen_adv 1.3705326
loss_gen_sty 1.3741673
loss_gen_rec 0.5832999
loss_dis_adv 3.0266984
[#011090|200000]  4.01s
loss_gen_adv 3.9744918
loss_gen_sty 0.8524957
loss_gen_rec 0.5359004
loss_dis_adv 2.658442
[#011100|200000]  4.00s
loss_gen_adv 2.7976582
loss_gen_sty 1.0780804
loss_gen_rec 0.5660615
loss_dis_adv 2.0614135
[#011110|200000]  4.01s
loss_gen_adv 2.0699334
loss_gen_sty 0.8301405
loss_gen_rec 0.6917183
loss_dis_adv 2.5214376
[#011120|200000]  4.00s
loss_gen_adv 1.7828879
loss_gen_sty 1.5662936
loss_gen_rec 0.6774393
