nohup: 忽略输入
<class 'float'>
loss_gen_adv 0.98690265
loss_gen_sty 0.15580375
loss_gen_rec 0.12363685
loss_dis_adv 3.4937155
[#189670|200000]  4.02s
loss_gen_adv 0.6220323
loss_gen_sty 0.1402278
loss_gen_rec 0.15683138
loss_dis_adv 3.7620382
[#189680|200000]  4.01s
loss_gen_adv 1.8116876
loss_gen_sty 0.16058941
loss_gen_rec 0.16703653
loss_dis_adv 2.3696632
[#189690|200000]  4.01s
loss_gen_adv 4.926845
loss_gen_sty 0.15795536
loss_gen_rec 0.12654468
loss_dis_adv 1.8527465
[#189700|200000]  4.02s
loss_gen_adv 2.2757285
loss_gen_sty 0.16041611
loss_gen_rec 0.13060975
loss_dis_adv 2.616167
[#189710|200000]  4.02s
loss_gen_adv -0.5480805
loss_gen_sty 0.16095302
loss_gen_rec 0.15936631
loss_dis_adv 4.690923
[#189720|200000]  4.01s
loss_gen_adv -0.8397701
loss_gen_sty 0.1538884
loss_gen_rec 0.1364317
loss_dis_adv 5.154154
[#189730|200000]  4.02s
loss_gen_adv 2.116529
loss_gen_sty 0.18048823
loss_gen_rec 0.14300403
loss_dis_adv 2.4763641
[#189740|200000]  4.02s
loss_gen_adv 0.31161767
loss_gen_sty 0.1770946
loss_gen_rec 0.16032204
loss_dis_adv 3.9107351
[#189750|200000]  4.01s
loss_gen_adv 1.1600914
loss_gen_sty 0.13934745
loss_gen_rec 0.1616643
loss_dis_adv 3.0168667
[#189760|200000]  4.02s
loss_gen_adv 2.477873
loss_gen_sty 0.13302332
loss_gen_rec 0.16064642
loss_dis_adv 1.9278476
[#189770|200000]  4.02s
loss_gen_adv 0.369222
loss_gen_sty 0.13249528
loss_gen_rec 0.1256539
loss_dis_adv 3.8819351
[#189780|200000]  4.12s
loss_gen_adv 1.4924365
loss_gen_sty 0.17507489
loss_gen_rec 0.12851931
loss_dis_adv 3.0458124
[#189790|200000]  4.01s
loss_gen_adv 1.8466079
loss_gen_sty 0.134305
loss_gen_rec 0.1334865
loss_dis_adv 2.5814266
[#189800|200000]  4.01s
loss_gen_adv 1.9423062
loss_gen_sty 0.1542485
loss_gen_rec 0.14292884
loss_dis_adv 2.6055403
[#189810|200000]  4.01s
loss_gen_adv 2.609588
loss_gen_sty 0.13204677
loss_gen_rec 0.16084526
loss_dis_adv 1.8354442
[#189820|200000]  4.01s
loss_gen_adv 0.4321154
loss_gen_sty 0.14590958
loss_gen_rec 0.12849738
loss_dis_adv 3.8407407
[#189830|200000]  4.01s
loss_gen_adv 0.4626096
loss_gen_sty 0.17507547
loss_gen_rec 0.13107654
loss_dis_adv 3.879822
[#189840|200000]  4.03s
loss_gen_adv 1.8206633
loss_gen_sty 0.1801742
loss_gen_rec 0.17387117
loss_dis_adv 2.5481515
[#189850|200000]  4.02s
loss_gen_adv 0.29251915
loss_gen_sty 0.17511111
loss_gen_rec 0.11889854
loss_dis_adv 3.9835813
[#189860|200000]  4.01s
loss_gen_adv -0.29567575
loss_gen_sty 0.18644042
loss_gen_rec 0.14224365
loss_dis_adv 4.57178
[#189870|200000]  4.02s
loss_gen_adv 1.8730725
loss_gen_sty 0.16994435
loss_gen_rec 0.15831083
loss_dis_adv 2.7956429
[#189880|200000]  4.01s
loss_gen_adv 1.1402947
loss_gen_sty 0.16196255
loss_gen_rec 0.12920645
loss_dis_adv 3.197616
[#189890|200000]  4.02s
loss_gen_adv 0.90072423
loss_gen_sty 0.18908682
loss_gen_rec 0.14659788
loss_dis_adv 3.3723888
[#189900|200000]  4.02s
loss_gen_adv 0.65845877
loss_gen_sty 0.17112276
loss_gen_rec 0.13206686
loss_dis_adv 3.627524
[#189910|200000]  4.01s
loss_gen_adv 0.7599435
loss_gen_sty 0.1729118
loss_gen_rec 0.16713335
loss_dis_adv 3.583394
[#189920|200000]  4.02s
loss_gen_adv -2.0063043
loss_gen_sty 0.1876145
loss_gen_rec 0.16749474
loss_dis_adv 7.1201377
[#189930|200000]  4.02s
loss_gen_adv 0.9057566
loss_gen_sty 0.12984993
loss_gen_rec 0.15529235
loss_dis_adv 3.3186936
[#189940|200000]  4.01s
loss_gen_adv 0.13894969
loss_gen_sty 0.14537832
loss_gen_rec 0.13226329
loss_dis_adv 4.097734
[#189950|200000]  4.01s
loss_gen_adv 1.2531949
loss_gen_sty 0.1364216
loss_gen_rec 0.17185071
loss_dis_adv 2.9251752
[#189960|200000]  4.02s
loss_gen_adv 2.3244529
loss_gen_sty 0.1696387
loss_gen_rec 0.14002702
loss_dis_adv 2.5050645
[#189970|200000]  4.01s
loss_gen_adv 0.943889
loss_gen_sty 0.15362275
loss_gen_rec 0.15290797
loss_dis_adv 3.4140587
[#189980|200000]  4.01s
loss_gen_adv -1.2542303
loss_gen_sty 0.16991538
loss_gen_rec 0.14457682
loss_dis_adv 5.518584
[#189990|200000]  4.01s
loss_gen_adv 1.6866286
loss_gen_sty 0.14497298
loss_gen_rec 0.15688092
loss_dis_adv 2.6453745
[#190000|200000]  4.27s
loss_gen_adv 2.5759857
loss_gen_sty 0.14758411
loss_gen_rec 0.14764598
loss_dis_adv 2.4148414
[#190010|200000]  6.35s
loss_gen_adv 0.35211414
loss_gen_sty 0.13178921
loss_gen_rec 0.1327301
loss_dis_adv 3.7932336
[#190020|200000]  4.01s
loss_gen_adv 1.4912398
loss_gen_sty 0.13581431
loss_gen_rec 0.13035697
loss_dis_adv 3.0724525
[#190030|200000]  4.02s
loss_gen_adv 1.3962599
loss_gen_sty 0.17781936
loss_gen_rec 0.1344368
loss_dis_adv 3.0124438
[#190040|200000]  4.01s
loss_gen_adv 0.84445745
loss_gen_sty 0.13875425
loss_gen_rec 0.16078517
loss_dis_adv 3.3578732
[#190050|200000]  4.01s
loss_gen_adv 2.6026287
loss_gen_sty 0.1736429
loss_gen_rec 0.13378558
loss_dis_adv 2.1523995
[#190060|200000]  4.00s
loss_gen_adv 2.6835947
loss_gen_sty 0.16765472
loss_gen_rec 0.12482111
loss_dis_adv 2.5332065
[#190070|200000]  4.01s
loss_gen_adv -0.1620279
loss_gen_sty 0.17798063
loss_gen_rec 0.16090477
loss_dis_adv 4.3843923
[#190080|200000]  4.01s
loss_gen_adv 1.6791611
loss_gen_sty 0.14073354
loss_gen_rec 0.15758908
loss_dis_adv 2.9686763
[#190090|200000]  4.01s
loss_gen_adv 1.2709218
loss_gen_sty 0.1465754
loss_gen_rec 0.15264474
loss_dis_adv 3.0924447
[#190100|200000]  4.01s
loss_gen_adv 1.4044175
loss_gen_sty 0.19110358
loss_gen_rec 0.13507123
loss_dis_adv 3.017529
[#190110|200000]  4.00s
loss_gen_adv 1.6675593
loss_gen_sty 0.15747017
loss_gen_rec 0.13245115
loss_dis_adv 2.7716146
[#190120|200000]  4.00s
loss_gen_adv 1.0596212
loss_gen_sty 0.13071962
loss_gen_rec 0.1254487
loss_dis_adv 3.5820608
[#190130|200000]  4.01s
loss_gen_adv 1.5897257
loss_gen_sty 0.17183962
loss_gen_rec 0.1335446
loss_dis_adv 3.1849108
[#190140|200000]  4.14s
loss_gen_adv 1.089936
loss_gen_sty 0.16601144
loss_gen_rec 0.13147311
loss_dis_adv 3.3533936
[#190150|200000]  4.02s
loss_gen_adv 0.34483463
loss_gen_sty 0.16016634
loss_gen_rec 0.14569858
loss_dis_adv 3.9793675
[#190160|200000]  4.01s
loss_gen_adv 0.15518916
loss_gen_sty 0.16101053
loss_gen_rec 0.14604154
loss_dis_adv 4.1077585
[#190170|200000]  4.01s
loss_gen_adv 2.3353932
loss_gen_sty 0.16102791
loss_gen_rec 0.18501699
loss_dis_adv 2.2085009
[#190180|200000]  4.01s
loss_gen_adv 0.38134813
loss_gen_sty 0.19178902
loss_gen_rec 0.14176625
loss_dis_adv 3.8710709
[#190190|200000]  4.01s
loss_gen_adv 1.1969783
loss_gen_sty 0.14316088
loss_gen_rec 0.14338428
loss_dis_adv 3.207296
[#190200|200000]  4.01s
loss_gen_adv 1.9933939
loss_gen_sty 0.14619286
loss_gen_rec 0.15021911
loss_dis_adv 2.4620864
[#190210|200000]  4.02s
loss_gen_adv 1.2412119
loss_gen_sty 0.16103755
loss_gen_rec 0.13388759
loss_dis_adv 3.2298615
[#190220|200000]  4.01s
loss_gen_adv 1.47818
loss_gen_sty 0.17835978
loss_gen_rec 0.1331469
loss_dis_adv 2.7875798
[#190230|200000]  4.01s
loss_gen_adv 1.1054189
loss_gen_sty 0.19508427
loss_gen_rec 0.13522407
loss_dis_adv 3.1631212
[#190240|200000]  4.02s
loss_gen_adv -0.29848152
loss_gen_sty 0.14448465
loss_gen_rec 0.15655728
loss_dis_adv 4.498083
[#190250|200000]  4.01s
loss_gen_adv 1.6359296
loss_gen_sty 0.16804719
loss_gen_rec 0.13449124
loss_dis_adv 2.8070147
[#190260|200000]  4.01s
loss_gen_adv 1.1596766
loss_gen_sty 0.15077935
loss_gen_rec 0.13429482
loss_dis_adv 3.087183
[#190270|200000]  4.01s
loss_gen_adv 0.8048943
loss_gen_sty 0.1369155
loss_gen_rec 0.13664594
loss_dis_adv 3.5666547
[#190280|200000]  4.01s
loss_gen_adv 2.2960835
loss_gen_sty 0.15389074
loss_gen_rec 0.12830046
loss_dis_adv 2.1471403
[#190290|200000]  4.01s
loss_gen_adv 1.8577682
loss_gen_sty 0.14329968
loss_gen_rec 0.14337751
loss_dis_adv 2.922257
[#190300|200000]  4.01s
loss_gen_adv 1.0666463
loss_gen_sty 0.13948171
loss_gen_rec 0.14003293
loss_dis_adv 3.4486723
[#190310|200000]  4.02s
loss_gen_adv 2.1899953
loss_gen_sty 0.1339975
loss_gen_rec 0.16182199
loss_dis_adv 2.1593134
[#190320|200000]  4.03s
loss_gen_adv 1.4787792
loss_gen_sty 0.19489491
loss_gen_rec 0.14796373
loss_dis_adv 3.0797
[#190330|200000]  4.01s
loss_gen_adv 1.8564994
loss_gen_sty 0.16909158
loss_gen_rec 0.14314052
loss_dis_adv 2.4377363
[#190340|200000]  4.02s
loss_gen_adv 1.138867
loss_gen_sty 0.17500958
loss_gen_rec 0.1330292
loss_dis_adv 3.5344162
[#190350|200000]  4.01s
loss_gen_adv 2.960675
loss_gen_sty 0.12908548
loss_gen_rec 0.17365947
loss_dis_adv 1.8438314
[#190360|200000]  4.02s
loss_gen_adv 2.6660774
loss_gen_sty 0.1727918
loss_gen_rec 0.13234615
loss_dis_adv 2.092724
[#190370|200000]  4.01s
loss_gen_adv 0.24422826
loss_gen_sty 0.13458778
loss_gen_rec 0.1490268
loss_dis_adv 3.8899639
[#190380|200000]  4.01s
loss_gen_adv 1.3292472
loss_gen_sty 0.15428227
loss_gen_rec 0.13871196
loss_dis_adv 3.0822663
[#190390|200000]  4.02s
loss_gen_adv 0.042236626
loss_gen_sty 0.18037823
loss_gen_rec 0.1840549
loss_dis_adv 4.278283
[#190400|200000]  4.02s
loss_gen_adv 0.55804527
loss_gen_sty 0.19470376
loss_gen_rec 0.1681272
loss_dis_adv 3.6934986
[#190410|200000]  4.01s
loss_gen_adv -0.21540529
loss_gen_sty 0.12269362
loss_gen_rec 0.15416643
loss_dis_adv 4.5733047
[#190420|200000]  4.01s
loss_gen_adv 1.8091211
loss_gen_sty 0.13913769
loss_gen_rec 0.14423011
loss_dis_adv 2.7896333
[#190430|200000]  4.01s
loss_gen_adv 2.5183797
loss_gen_sty 0.15531419
loss_gen_rec 0.11713289
loss_dis_adv 2.3065557
[#190440|200000]  4.01s
loss_gen_adv 0.9031819
loss_gen_sty 0.14644137
loss_gen_rec 0.1635612
loss_dis_adv 3.2804165
[#190450|200000]  4.01s
loss_gen_adv -0.20632893
loss_gen_sty 0.16721301
loss_gen_rec 0.16409859
loss_dis_adv 4.5860834
[#190460|200000]  4.01s
loss_gen_adv 0.65177065
loss_gen_sty 0.18177007
loss_gen_rec 0.16249134
loss_dis_adv 3.6296241
[#190470|200000]  4.01s
loss_gen_adv -1.253636
loss_gen_sty 0.18082574
loss_gen_rec 0.14736485
loss_dis_adv 5.482909
[#190480|200000]  4.01s
loss_gen_adv 0.34458476
loss_gen_sty 0.18197158
loss_gen_rec 0.14793268
loss_dis_adv 3.882534
[#190490|200000]  4.02s
loss_gen_adv 1.0285543
loss_gen_sty 0.14346027
loss_gen_rec 0.14559215
loss_dis_adv 3.4303095
[#190500|200000]  4.01s
loss_gen_adv 0.4908105
loss_gen_sty 0.16034852
loss_gen_rec 0.16126066
loss_dis_adv 3.7671208
[#190510|200000]  4.01s
loss_gen_adv 2.0447543
loss_gen_sty 0.15743107
loss_gen_rec 0.20854652
loss_dis_adv 2.2590756
[#190520|200000]  4.01s
loss_gen_adv -0.3640436
loss_gen_sty 0.14834008
loss_gen_rec 0.15309507
loss_dis_adv 4.5538
[#190530|200000]  4.01s
loss_gen_adv 1.6837401
loss_gen_sty 0.19710407
loss_gen_rec 0.13804202
loss_dis_adv 2.6295726
[#190540|200000]  4.01s
loss_gen_adv 0.49860123
loss_gen_sty 0.20019701
loss_gen_rec 0.1385284
loss_dis_adv 3.7509804
[#190550|200000]  4.02s
loss_gen_adv 3.0792866
loss_gen_sty 0.16754861
loss_gen_rec 0.13675845
loss_dis_adv 2.1091022
[#190560|200000]  4.01s
loss_gen_adv 0.5547084
loss_gen_sty 0.14556417
loss_gen_rec 0.13721707
loss_dis_adv 3.728918
[#190570|200000]  4.00s
loss_gen_adv 3.1878514
loss_gen_sty 0.17002223
loss_gen_rec 0.14643028
loss_dis_adv 2.257853
[#190580|200000]  4.02s
loss_gen_adv 3.6136322
loss_gen_sty 0.15501985
loss_gen_rec 0.13259226
loss_dis_adv 1.9705057
[#190590|200000]  4.01s
loss_gen_adv 0.08489811
loss_gen_sty 0.1432225
loss_gen_rec 0.13125771
loss_dis_adv 4.2043915
[#190600|200000]  4.01s
loss_gen_adv 1.6376464
loss_gen_sty 0.14863428
loss_gen_rec 0.13764352
loss_dis_adv 3.26163
[#190610|200000]  4.01s
loss_gen_adv 0.32208067
loss_gen_sty 0.17592943
loss_gen_rec 0.15233563
loss_dis_adv 3.8749874
[#190620|200000]  4.02s
loss_gen_adv 0.7663726
loss_gen_sty 0.15647683
loss_gen_rec 0.16527943
loss_dis_adv 3.4710572
[#190630|200000]  4.01s
loss_gen_adv 1.0188457
loss_gen_sty 0.1661289
loss_gen_rec 0.15254508
loss_dis_adv 3.5520937
[#190640|200000]  4.00s
loss_gen_adv 2.4051156
loss_gen_sty 0.17655858
loss_gen_rec 0.13198486
loss_dis_adv 2.2417123
[#190650|200000]  4.01s
loss_gen_adv 2.1431127
loss_gen_sty 0.17943728
loss_gen_rec 0.12821497
loss_dis_adv 2.289794
[#190660|200000]  4.01s
loss_gen_adv -0.50755423
loss_gen_sty 0.2154453
loss_gen_rec 0.13819596
loss_dis_adv 4.7793827
[#190670|200000]  4.01s
loss_gen_adv 2.195188
loss_gen_sty 0.18016517
loss_gen_rec 0.13058102
loss_dis_adv 2.484418
[#190680|200000]  4.02s
loss_gen_adv 1.1566784
loss_gen_sty 0.1930878
loss_gen_rec 0.14294744
loss_dis_adv 3.268197
[#190690|200000]  4.01s
loss_gen_adv 0.57620764
loss_gen_sty 0.14832433
loss_gen_rec 0.1434662
loss_dis_adv 3.6780868
[#190700|200000]  4.01s
loss_gen_adv 0.4177824
loss_gen_sty 0.1409624
loss_gen_rec 0.14587036
loss_dis_adv 3.9576836
[#190710|200000]  4.02s
loss_gen_adv 0.69102216
loss_gen_sty 0.14972402
loss_gen_rec 0.14176023
loss_dis_adv 3.609952
[#190720|200000]  4.02s
loss_gen_adv 1.7273471
loss_gen_sty 0.18076411
loss_gen_rec 0.15493864
loss_dis_adv 2.562125
[#190730|200000]  4.01s
loss_gen_adv 0.60013855
loss_gen_sty 0.12901083
loss_gen_rec 0.13000852
loss_dis_adv 3.6075048
[#190740|200000]  4.01s
loss_gen_adv 1.2607293
loss_gen_sty 0.18209137
loss_gen_rec 0.1533579
loss_dis_adv 2.9452648
[#190750|200000]  4.01s
loss_gen_adv 0.010380089
loss_gen_sty 0.19186455
loss_gen_rec 0.12681729
loss_dis_adv 4.2642117
[#190760|200000]  4.01s
loss_gen_adv 0.5114342
loss_gen_sty 0.14976242
loss_gen_rec 0.12910308
loss_dis_adv 3.8603544
[#190770|200000]  4.01s
loss_gen_adv 2.3192387
loss_gen_sty 0.17204306
loss_gen_rec 0.12869725
loss_dis_adv 2.3785076
[#190780|200000]  4.01s
loss_gen_adv 2.1310496
loss_gen_sty 0.1518074
loss_gen_rec 0.15711114
loss_dis_adv 2.1481543
[#190790|200000]  4.02s
loss_gen_adv 0.60029227
loss_gen_sty 0.18116593
loss_gen_rec 0.15196459
loss_dis_adv 3.6887543
[#190800|200000]  4.02s
loss_gen_adv 2.1230576
loss_gen_sty 0.16855943
loss_gen_rec 0.13389567
loss_dis_adv 2.1971235
[#190810|200000]  4.01s
loss_gen_adv 1.7853734
loss_gen_sty 0.13219406
loss_gen_rec 0.15568405
loss_dis_adv 2.690373
[#190820|200000]  4.02s
loss_gen_adv 1.5318353
loss_gen_sty 0.17374691
loss_gen_rec 0.1622124
loss_dis_adv 2.7019267
[#190830|200000]  4.02s
loss_gen_adv 2.4607801
loss_gen_sty 0.16170238
loss_gen_rec 0.14444543
loss_dis_adv 2.1420596
[#190840|200000]  4.02s
loss_gen_adv 0.337491
loss_gen_sty 0.14573742
loss_gen_rec 0.15922047
loss_dis_adv 3.859219
[#190850|200000]  4.02s
loss_gen_adv 1.891221
loss_gen_sty 0.12944794
loss_gen_rec 0.14325476
loss_dis_adv 2.3072114
[#190860|200000]  4.02s
loss_gen_adv 1.6816497
loss_gen_sty 0.1578098
loss_gen_rec 0.13907337
loss_dis_adv 2.725689
[#190870|200000]  4.14s
loss_gen_adv 1.9330313
loss_gen_sty 0.15816298
loss_gen_rec 0.14171773
loss_dis_adv 2.6346369
[#190880|200000]  4.01s
loss_gen_adv 0.9043249
loss_gen_sty 0.17290312
loss_gen_rec 0.14666152
loss_dis_adv 3.364874
[#190890|200000]  4.02s
loss_gen_adv 0.41827202
loss_gen_sty 0.16715275
loss_gen_rec 0.13417545
loss_dis_adv 3.9248312
[#190900|200000]  4.01s
loss_gen_adv -0.21911672
loss_gen_sty 0.1979547
loss_gen_rec 0.14672099
loss_dis_adv 4.481431
[#190910|200000]  4.01s
loss_gen_adv -0.8740989
loss_gen_sty 0.16279691
loss_gen_rec 0.15083265
loss_dis_adv 5.1315207
[#190920|200000]  4.02s
loss_gen_adv 2.1094644
loss_gen_sty 0.16300325
loss_gen_rec 0.1269826
loss_dis_adv 2.5598288
[#190930|200000]  4.02s
loss_gen_adv 0.8904254
loss_gen_sty 0.1821647
loss_gen_rec 0.15903565
loss_dis_adv 3.3535228
[#190940|200000]  4.02s
loss_gen_adv 1.5937176
loss_gen_sty 0.19390564
loss_gen_rec 0.15045622
loss_dis_adv 2.7250357
[#190950|200000]  4.01s
loss_gen_adv 2.268152
loss_gen_sty 0.14513417
loss_gen_rec 0.14884782
loss_dis_adv 2.3844447
[#190960|200000]  4.02s
loss_gen_adv -0.049242616
loss_gen_sty 0.16156766
loss_gen_rec 0.14820996
loss_dis_adv 4.291088
[#190970|200000]  4.01s
loss_gen_adv -0.39503157
loss_gen_sty 0.19597453
loss_gen_rec 0.15098996
loss_dis_adv 4.673348
[#190980|200000]  4.02s
loss_gen_adv -0.34146821
loss_gen_sty 0.13315122
loss_gen_rec 0.16598561
loss_dis_adv 4.554847
[#190990|200000]  4.01s
loss_gen_adv 2.3448792
loss_gen_sty 0.19828677
loss_gen_rec 0.16074811
loss_dis_adv 2.32534
[#191000|200000]  4.23s
loss_gen_adv 2.4903455
loss_gen_sty 0.1297297
loss_gen_rec 0.15741429
loss_dis_adv 2.6430416
[#191010|200000]  4.01s
loss_gen_adv 0.7239489
loss_gen_sty 0.17235328
loss_gen_rec 0.15972006
loss_dis_adv 3.4218702
[#191020|200000]  4.01s
loss_gen_adv 0.4267677
loss_gen_sty 0.14920914
loss_gen_rec 0.17659022
loss_dis_adv 4.0016546
[#191030|200000]  4.02s
loss_gen_adv 1.6582592
loss_gen_sty 0.17045386
loss_gen_rec 0.14206684
loss_dis_adv 3.0143878
[#191040|200000]  4.01s
loss_gen_adv -0.00011137128
loss_gen_sty 0.14201605
loss_gen_rec 0.17772427
loss_dis_adv 4.2677765
[#191050|200000]  4.02s
loss_gen_adv 2.511533
loss_gen_sty 0.15169239
loss_gen_rec 0.14046007
loss_dis_adv 2.4362257
[#191060|200000]  4.02s
loss_gen_adv 0.42283785
loss_gen_sty 0.2113828
loss_gen_rec 0.15278715
loss_dis_adv 3.8840258
[#191070|200000]  4.02s
loss_gen_adv 1.9988549
loss_gen_sty 0.16307656
loss_gen_rec 0.15964557
loss_dis_adv 2.9161823
[#191080|200000]  4.01s
loss_gen_adv 1.1497507
loss_gen_sty 0.17851625
loss_gen_rec 0.12408505
loss_dis_adv 3.3660958
[#191090|200000]  4.02s
loss_gen_adv 0.9870595
loss_gen_sty 0.17243284
loss_gen_rec 0.14623095
loss_dis_adv 3.3513746
[#191100|200000]  4.01s
loss_gen_adv 2.4455624
loss_gen_sty 0.12865189
loss_gen_rec 0.14872548
loss_dis_adv 2.3216286
[#191110|200000]  4.01s
loss_gen_adv 2.8768015
loss_gen_sty 0.14492925
loss_gen_rec 0.12906852
loss_dis_adv 1.9442586
[#191120|200000]  4.02s
loss_gen_adv 2.1746593
loss_gen_sty 0.16805613
loss_gen_rec 0.13599364
loss_dis_adv 2.7674184
[#191130|200000]  4.01s
loss_gen_adv 1.3519335
loss_gen_sty 0.1868994
loss_gen_rec 0.14518495
loss_dis_adv 3.0092587
[#191140|200000]  4.01s
loss_gen_adv 0.9656719
loss_gen_sty 0.15282868
loss_gen_rec 0.11905545
loss_dis_adv 3.6839979
[#191150|200000]  4.02s
loss_gen_adv 1.0335045
loss_gen_sty 0.1577982
loss_gen_rec 0.14402112
loss_dis_adv 3.248392
[#191160|200000]  4.02s
loss_gen_adv 0.3836297
loss_gen_sty 0.1842216
loss_gen_rec 0.12817661
loss_dis_adv 3.9031763
[#191170|200000]  4.02s
loss_gen_adv 2.1643255
loss_gen_sty 0.1631719
loss_gen_rec 0.120355904
loss_dis_adv 2.609397
[#191180|200000]  4.16s
loss_gen_adv 0.57415783
loss_gen_sty 0.17401429
loss_gen_rec 0.15625802
loss_dis_adv 3.7814078
[#191190|200000]  4.01s
loss_gen_adv 0.9545658
loss_gen_sty 0.14685854
loss_gen_rec 0.15911546
loss_dis_adv 3.2383716
[#191200|200000]  4.01s
loss_gen_adv 1.7352555
loss_gen_sty 0.15619692
loss_gen_rec 0.15012418
loss_dis_adv 2.9426515
[#191210|200000]  4.01s
loss_gen_adv 2.378531
loss_gen_sty 0.13373265
loss_gen_rec 0.2126362
loss_dis_adv 2.0497422
[#191220|200000]  4.01s
loss_gen_adv 2.3244588
loss_gen_sty 0.16464874
loss_gen_rec 0.12909544
loss_dis_adv 2.3034353
[#191230|200000]  4.02s
loss_gen_adv 1.4476461
loss_gen_sty 0.21810445
loss_gen_rec 0.13727355
loss_dis_adv 2.878614
[#191240|200000]  4.02s
loss_gen_adv 3.166627
loss_gen_sty 0.16586679
loss_gen_rec 0.13196589
loss_dis_adv 1.8804078
[#191250|200000]  4.01s
loss_gen_adv 0.973506
loss_gen_sty 0.16643345
loss_gen_rec 0.14232498
loss_dis_adv 3.3277237
[#191260|200000]  4.01s
loss_gen_adv 1.0171041
loss_gen_sty 0.13734668
loss_gen_rec 0.16093591
loss_dis_adv 3.3131588
[#191270|200000]  4.01s
loss_gen_adv 1.9652617
loss_gen_sty 0.16546337
loss_gen_rec 0.12459421
loss_dis_adv 2.7223315
[#191280|200000]  4.01s
loss_gen_adv 1.5068164
loss_gen_sty 0.15621123
loss_gen_rec 0.15321249
loss_dis_adv 3.1169164
[#191290|200000]  4.11s
loss_gen_adv 0.8504006
loss_gen_sty 0.17213267
loss_gen_rec 0.17200103
loss_dis_adv 3.61208
[#191300|200000]  4.01s
loss_gen_adv 1.9279976
loss_gen_sty 0.15963495
loss_gen_rec 0.13747892
loss_dis_adv 2.641571
[#191310|200000]  4.02s
loss_gen_adv 0.266547
loss_gen_sty 0.18255264
loss_gen_rec 0.13216996
loss_dis_adv 4.0530286
[#191320|200000]  4.02s
loss_gen_adv 0.22591217
loss_gen_sty 0.1726031
loss_gen_rec 0.12376326
loss_dis_adv 4.037045
[#191330|200000]  4.01s
loss_gen_adv 0.8799573
loss_gen_sty 0.16555367
loss_gen_rec 0.1444121
loss_dis_adv 3.362864
[#191340|200000]  4.01s
loss_gen_adv 0.6423557
loss_gen_sty 0.1931352
loss_gen_rec 0.14545265
loss_dis_adv 3.662368
[#191350|200000]  4.01s
loss_gen_adv 2.7209945
loss_gen_sty 0.15015785
loss_gen_rec 0.16175906
loss_dis_adv 2.101963
[#191360|200000]  4.02s
loss_gen_adv 0.14341432
loss_gen_sty 0.1801959
loss_gen_rec 0.12608954
loss_dis_adv 4.2998743
[#191370|200000]  4.01s
loss_gen_adv 0.33423394
loss_gen_sty 0.1570495
loss_gen_rec 0.13769612
loss_dis_adv 4.008575
[#191380|200000]  4.02s
loss_gen_adv 2.3280497
loss_gen_sty 0.16235258
loss_gen_rec 0.16947639
loss_dis_adv 2.1219697
[#191390|200000]  4.02s
loss_gen_adv 2.6877513
loss_gen_sty 0.15810849
loss_gen_rec 0.15839192
loss_dis_adv 2.3697963
[#191400|200000]  4.02s
loss_gen_adv 2.3221579
loss_gen_sty 0.13914207
loss_gen_rec 0.12655845
loss_dis_adv 2.4404974
[#191410|200000]  4.01s
loss_gen_adv 2.0160427
loss_gen_sty 0.15592039
loss_gen_rec 0.13959119
loss_dis_adv 2.5973392
[#191420|200000]  4.02s
loss_gen_adv 2.03448
loss_gen_sty 0.16965458
loss_gen_rec 0.15492953
loss_dis_adv 2.3521776
[#191430|200000]  4.01s
loss_gen_adv 1.7625377
loss_gen_sty 0.14681536
loss_gen_rec 0.16321051
loss_dis_adv 3.037523
[#191440|200000]  4.00s
loss_gen_adv 0.3818971
loss_gen_sty 0.18875445
loss_gen_rec 0.15306619
loss_dis_adv 3.9081495
[#191450|200000]  4.01s
loss_gen_adv 2.26979
loss_gen_sty 0.17115702
loss_gen_rec 0.13830805
loss_dis_adv 2.643177
[#191460|200000]  4.01s
loss_gen_adv 2.0215364
loss_gen_sty 0.13049525
loss_gen_rec 0.14104097
loss_dis_adv 2.3412962
[#191470|200000]  4.01s
loss_gen_adv 1.4958372
loss_gen_sty 0.17882961
loss_gen_rec 0.11441031
loss_dis_adv 3.1078308
[#191480|200000]  4.01s
loss_gen_adv 2.306554
loss_gen_sty 0.13046584
loss_gen_rec 0.17215435
loss_dis_adv 2.0389116
[#191490|200000]  4.02s
loss_gen_adv 1.5308301
loss_gen_sty 0.16682965
loss_gen_rec 0.14054137
loss_dis_adv 2.7911088
[#191500|200000]  4.01s
loss_gen_adv 1.7055955
loss_gen_sty 0.1743295
loss_gen_rec 0.13511151
loss_dis_adv 2.793583
[#191510|200000]  4.01s
loss_gen_adv 0.53842723
loss_gen_sty 0.15967652
loss_gen_rec 0.16381454
loss_dis_adv 3.7033722
[#191520|200000]  4.01s
loss_gen_adv 2.5798085
loss_gen_sty 0.1716812
loss_gen_rec 0.13189828
loss_dis_adv 1.913156
[#191530|200000]  4.01s
loss_gen_adv 1.0724729
loss_gen_sty 0.16798204
loss_gen_rec 0.12472584
loss_dis_adv 3.1825533
[#191540|200000]  4.01s
loss_gen_adv 1.7321502
loss_gen_sty 0.15953399
loss_gen_rec 0.14537351
loss_dis_adv 2.9579434
[#191550|200000]  4.01s
loss_gen_adv -1.3763103
loss_gen_sty 0.13376117
loss_gen_rec 0.1587083
loss_dis_adv 5.577462
